id,uuid,title,author,year,journal,volume,issue,url,publisher,discipline
phil/10.2307/2105658,2f4bf631-2d93-3972-a0d4-49d320188f72,The Fourth Epoch: Epilogue to the Unfinished Social Philosophy of C. Wright Mills,Donald Clark Hodges,1969,Philosophy and Phenomenological Research,29,3,jstor.org/stable/10.2307/2105658,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2653783,b69debd5-0303-3fa7-8f65-4b710a1b5a8d,The Fourth Meditation,Lex Newman,1999,Philosophy and Phenomenological Research,59,3,jstor.org/stable/10.2307/2653783,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107833,ddfddc8a-1bdc-385f-9487-0aaf5851ac2f,The Fragmentation of Reason: Précis of Two Chapters,Stephen P. Stich,1991,Philosophy and Phenomenological Research,51,1,jstor.org/stable/10.2307/2107833,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107085,436e2026-1920-3bfb-a34f-d1642e0fef0e,The Frege-Hilbert Controversy,Michael David Resnik,1974,Philosophy and Phenomenological Research,34,3,jstor.org/stable/10.2307/2107085,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107498,83a82035-1d04-35e1-94f8-ceb8ff9f5c91,The Function of Fiction,Ynhui Park,1982,Philosophy and Phenomenological Research,42,3,jstor.org/stable/10.2307/2107498,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103144,fc88126c-038d-39cb-b09d-afdaabd2537b,The Function of Phenomenological Analysis,Marvin Farber,1941,Philosophy and Phenomenological Research,1,4,jstor.org/stable/10.2307/2103144,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104692,d5bf0209-a087-3784-8aee-83d03ea663e5,The Fundamental Types of Present Philosophic Anthropology,Walther Bruning,1956,Philosophy and Phenomenological Research,17,1,jstor.org/stable/10.2307/2104692,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106040,22376d44-d78f-3eca-92a8-016fcf3725b6,The Gambler's Fallacy,Joseph L. Cowan,1969,Philosophy and Phenomenological Research,30,2,jstor.org/stable/10.2307/2106040,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2108080,e80c024f-986f-3547-af89-7aabca139aef,The Gestalt Controversy: The Development of Objects of Higher Order in Meinong's Ontology,Dennis Sweet,1993,Philosophy and Phenomenological Research,53,3,jstor.org/stable/10.2307/2108080,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104537,815d8346-9fcb-3ca9-8d1e-5bcdbb489605,The Given,"Virgil Hinshaw, <suffix>Jr.</suffix>",1958,Philosophy and Phenomenological Research,18,3,jstor.org/stable/10.2307/2104537,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107671,6b374602-64bb-3b72-a23b-8c70fc92737e,The Given,Bredo C. Johnsen,1986,Philosophy and Phenomenological Research,46,4,jstor.org/stable/10.2307/2107671,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2653595,34d49a10-d53f-3fd0-aefa-880421eabfe0,The Given Regained. Reflections on the Sensuous Content of Experience,Richard Schantz,2001,Philosophy and Phenomenological Research,62,1,jstor.org/stable/10.2307/2653595,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/3071131,314bd692-cbc7-3807-803a-91e8f86ac6ef,The Good Life: A Defense of Attitudinal Hedonism,Fred Feldman,2002,Philosophy and Phenomenological Research,65,3,jstor.org/stable/10.2307/3071131,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2102928,10f320fa-d830-340b-95e2-22a6de42e062,The Greek Conceptions of Time and Being in the Light of Heidegger's Philosophy,Helene Weiss,1941,Philosophy and Phenomenological Research,2,2,jstor.org/stable/10.2307/2102928,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103166,8302bb20-211e-3310-9aea-909c8c0626e2,The Grounds of Knowledge,Isabel Stearns,1942,Philosophy and Phenomenological Research,2,3,jstor.org/stable/10.2307/2103166,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106537,7f608e8f-dcb7-34ac-afdc-4282a1bbb41d,The Grounds of Sense the Philosophy of Everett J. Nelson,Morris Weitz,1973,Philosophy and Phenomenological Research,33,4,jstor.org/stable/10.2307/2106537,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/20779549,d552b113-676b-388f-9e99-2a96ed3dbdfc,The Harmony of Spinoza and Leibniz,SAMUEL NEWLANDS,2010,Philosophy and Phenomenological Research,81,1,jstor.org/stable/10.2307/20779549,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106521,f24e69d2-9163-31ef-9778-0ed2cab72bc9,The Hidden Assumption in the Paradox of Omnipotence,Richard R. La Croix,1977,Philosophy and Phenomenological Research,38,1,jstor.org/stable/10.2307/2106521,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106920,f0393c26-0a19-35a8-ab55-2e12baae8748,The Human Awareness of Time: An Analysis,Robert G. Burton,1976,Philosophy and Phenomenological Research,36,3,jstor.org/stable/10.2307/2106920,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103870,e70b8b22-090e-363e-98ce-2c618b2df9e6,The Human Body and the Significance of Human Movement: A Phenomenological Study,J. H. Van Den Berg,1952,Philosophy and Phenomenological Research,13,2,jstor.org/stable/10.2307/2103870,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/40380413,f9610777-e2a4-3f6e-9c00-af37671c3bfc,The Humean Theory of Motivation Rejected,G. F. Schueler,2009,Philosophy and Phenomenological Research,78,1,jstor.org/stable/10.2307/40380413,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104643,eb164732-fa86-3670-97b3-acb577e9b5ac,The Hypothetical Proposition,Roman Ingarden,1958,Philosophy and Phenomenological Research,18,4,jstor.org/stable/10.2307/2104643,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/41721202,acf6ea6a-fdb6-3815-bc7c-2301c05a9435,"The Idea of Freedom and Moral Cognition in ""Groundwork III""",SERGIO TENENBAUM,2012,Philosophy and Phenomenological Research,84,3,jstor.org/stable/10.2307/41721202,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2105543,05e42183-ed2f-3bb6-9640-8c95f93836aa,The Idea of a Naturalistic Logic,Marvin Farber,1969,Philosophy and Phenomenological Research,29,4,jstor.org/stable/10.2307/2105543,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103106,0c4af328-aa22-3eed-a636-b2f18f3552e6,The Idealistic View of Moral Evil: Josiah Royce and Bernard Bosanquet,Paul Ramsey,1946,Philosophy and Phenomenological Research,6,4,jstor.org/stable/10.2307/2103106,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103146,69ffe312-ce58-3919-bb54-f4afd6507ba9,The Ideality of Verbal Expressions,Dorion Cairns,1941,Philosophy and Phenomenological Research,1,4,jstor.org/stable/10.2307/2103146,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107779,1db75d0f-4fb9-389c-9481-9322f542756c,The Identification Problem and the Inference Problem,D. M. Armstrong,1993,Philosophy and Phenomenological Research,53,2,jstor.org/stable/10.2307/2107779,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106630,9c1229b7-3830-3c55-a338-9beb07b839ad,The Identity Theory and Criteria for the Mental,Laurence F. Mucciolo,1974,Philosophy and Phenomenological Research,35,2,jstor.org/stable/10.2307/2106630,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106217,3b2ae9ae-dac2-3c9f-a8ec-d78bc0d170c7,The Implications of Experience for Psychological Theory,W. W. Meissner,1966,Philosophy and Phenomenological Research,26,4,jstor.org/stable/10.2307/2106217,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2105692,cbe7219c-7f35-37aa-af19-3e810330c539,The Importance of Intrinsic Value,Robert Edgar Carter,1968,Philosophy and Phenomenological Research,28,4,jstor.org/stable/10.2307/2105692,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107776,62d1e561-c0da-3f8b-a484-2b10e0a24b6f,The Impossibility of Massive Error,L. S. Carrier,1993,Philosophy and Phenomenological Research,53,2,jstor.org/stable/10.2307/2107776,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2653784,1c5c6b48-8e91-34e1-80b1-a14b29e3d32b,The Impossibility of Supererogation in Kant's Moral Theory,Daniel Guevara,1999,Philosophy and Phenomenological Research,59,3,jstor.org/stable/10.2307/2653784,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104958,551d19c9-1c74-32d9-ae9c-611411437f06,The Inadequacy of Phenomenalism,E. M. Adams,1959,Philosophy and Phenomenological Research,20,1,jstor.org/stable/10.2307/2104958,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103637,68983741-4bb2-35ac-8e4f-00d546dceb89,The Inconsistency or Redundancy of Principia Mathematica,Irving M. Copi,1950,Philosophy and Phenomenological Research,11,2,jstor.org/stable/10.2307/2103637,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104109,fb1b18ba-7571-3660-a08c-66f61c3f0fc6,The Indefinability and Simplicity of Rightness in Richard Price's Review of Morals,Bernard Peach,1954,Philosophy and Phenomenological Research,14,3,jstor.org/stable/10.2307/2104109,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2108184,6d8c94f7-2797-39de-981a-7ae7cc54b03f,The Independence Criterion of Substance,"Gary Rosenkrantz, Joshua Hoffman",1991,Philosophy and Phenomenological Research,51,4,jstor.org/stable/10.2307/2108184,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107310,beccc6cd-a671-3ff4-8c8a-6b28138ee0ca,"The Indeterminability of Time in ""Sein und Zeit""",Patrick Bigelow,1986,Philosophy and Phenomenological Research,46,3,jstor.org/stable/10.2307/2107310,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2653673,ad91e2cc-c54b-338e-893d-035a377108a4,The Inescapability of Moral Reasons,R. H. Myers,1999,Philosophy and Phenomenological Research,59,2,jstor.org/stable/10.2307/2653673,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104249,d0900cb1-8268-3058-8d09-972c0b954bd8,The Influence of Berkeley's Science on His Metaphysics,C. M. Turbayne,1956,Philosophy and Phenomenological Research,16,4,jstor.org/stable/10.2307/2104249,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107108,3681ca7c-5b2c-3c74-8f4f-e038bd6cf18f,The Information-Processing Approach to the Brain-Mind and its Philosophical Ramifications,C. A. Hooker,1975,Philosophy and Phenomenological Research,36,1,jstor.org/stable/10.2307/2107108,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107725,3484eddb-1ca1-3005-92aa-43adda9b86a5,The Informed Will and the Meaning of Life,John Kekes,1986,Philosophy and Phenomenological Research,47,1,jstor.org/stable/10.2307/2107725,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/40041155,32207bf9-d48d-30ef-8b3c-88108045dd86,The Instability of Philosophical Intuitions: Running Hot and Cold on Truetemp,"Jonathan M. Weinberg, Joshua Alexander, Stacey Swain",2008,Philosophy and Phenomenological Research,76,1,jstor.org/stable/10.2307/40041155,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103251,06e12fc8-2eda-38ad-a6a9-16482063e92a,The Institutional Use of The,C. H. Langford,1949,Philosophy and Phenomenological Research,10,1,jstor.org/stable/10.2307/2103251,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2108334,8d843bab-37fb-36da-97cb-c0b31bccc10b,The Intentional Acquisition of Mental States,Luc Bovens,1995,Philosophy and Phenomenological Research,55,4,jstor.org/stable/10.2307/2108334,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107287,2c837355-e385-31b6-9ff5-55c773dee2bd,The Intentional Project,B. C. Birchall,1981,Philosophy and Phenomenological Research,42,2,jstor.org/stable/10.2307/2107287,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104061,da0f714b-9f2d-3784-8215-96ce06d84086,The Interpenetration of the Ibero-American and North American Cultures,Leopoldo Zea,1949,Philosophy and Phenomenological Research,9,3,jstor.org/stable/10.2307/2104061,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2108038,d3c7cce7-a06d-3f76-993f-8fb62c7a9808,"The Interpretation of Texts, People and Other Artifacts",Daniel C. Dennett,1990,Philosophy and Phenomenological Research,50,,jstor.org/stable/10.2307/2108038,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2653408,2fe322d1-4a6a-3e05-b38a-30192f3c8967,The Irrelevance of Indeterministic Counterexamples to Principle Beta,"Ted A. Warfield, Thomas M. Crisp",2000,Philosophy and Phenomenological Research,61,1,jstor.org/stable/10.2307/2653408,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2653561,e653359b-32a3-3741-9597-075772a9b895,The Judgment of a Weak Will,Sergio Tenenbaum,1999,Philosophy and Phenomenological Research,59,4,jstor.org/stable/10.2307/2653561,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2108472,855e0210-9d1a-3a83-8f39-7920281c2521,The Justification of A Priori Intuitions,Paul Tidman,1996,Philosophy and Phenomenological Research,56,1,jstor.org/stable/10.2307/2108472,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106870,a62610e3-a9b9-3a7e-bba7-c5b2538d9c31,The Justification of Practical Reason,Carl Wellman,1976,Philosophy and Phenomenological Research,36,4,jstor.org/stable/10.2307/2106870,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104289,b60a4172-b629-3bf9-b770-42f4a66ff9e0,The Kantian Element in Lewis' Theory of Knowledge,Minor W. Boyer,1958,Philosophy and Phenomenological Research,19,1,jstor.org/stable/10.2307/2104289,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103778,e953647f-3251-3c8f-a2a8-c9b7b45e15d9,The Kantian Views on Space and Time Reevaluated,Eugene C. Holmes,1955,Philosophy and Phenomenological Research,16,2,jstor.org/stable/10.2307/2103778,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107526,a2ca742b-f7e3-3d98-bf2e-2b20df6970be,The Languages of History,J. Ferrater Mora,1982,Philosophy and Phenomenological Research,43,2,jstor.org/stable/10.2307/2107526,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104579,eed5dea0-b153-3923-b53d-fb3385cfcdf8,The Languages of Realism and Nominalism,Richard B. Brandt,1957,Philosophy and Phenomenological Research,17,4,jstor.org/stable/10.2307/2104579,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103149,70f73352-48a1-30ce-8b15-bee45d23ffe7,The Last Phase of Husserl's Phenomenology: An Exposition and a Criticism,Maximilian Beck,1941,Philosophy and Phenomenological Research,1,4,jstor.org/stable/10.2307/2103149,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104143,f61f5ae1-07c0-3a73-a4d3-9fd86e8b0e24,The Last Work of Edmund Husserl,Aron Gurwitsch,1957,Philosophy and Phenomenological Research,17,3,jstor.org/stable/10.2307/2104143,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104718,4b4df35f-f582-32d2-b114-e5dc5653e432,The Last Work of Edmund Husserl,Aron Gurwitsch,1956,Philosophy and Phenomenological Research,16,3,jstor.org/stable/10.2307/2104718,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107916,633addbd-a14a-3bb4-bc8a-d523b1a66cd4,The Laws of Thought,Hilary Kornblith,1992,Philosophy and Phenomenological Research,52,4,jstor.org/stable/10.2307/2107916,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2653547,192a2c7c-f90c-36f0-b8a8-2123f3d7dcb1,The Legacy of Nelson Goodman,Catherine Z. Elgin,2001,Philosophy and Phenomenological Research,62,3,jstor.org/stable/10.2307/2653547,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2102691,716dd71f-5111-3a49-9947-b88748716e86,The Liar,Alexandre Koyré,1946,Philosophy and Phenomenological Research,6,3,jstor.org/stable/10.2307/2102691,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107500,fc9379f5-1acc-318f-8c39-84610ec5f84c,The Limitations of Sense Experience,Gerald Standley,1982,Philosophy and Phenomenological Research,42,3,jstor.org/stable/10.2307/2107500,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2105769,46904b98-70eb-3efc-8abf-cbec5c6f6639,The Limits of Decision,John M. Hems,1971,Philosophy and Phenomenological Research,31,4,jstor.org/stable/10.2307/2105769,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2102970,81932b5f-b18d-36fa-9072-f817d0150307,The Limits of Meaning,Norman Dalkey,1944,Philosophy and Phenomenological Research,4,3,jstor.org/stable/10.2307/2102970,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106572,31883faa-f84e-35a2-a943-ca0f8c74639d,The Limits of Possibility,Kim H. Bek,1978,Philosophy and Phenomenological Research,38,4,jstor.org/stable/10.2307/2106572,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106667,650dcd82-61c6-36b9-a43c-9d136e581087,The Logic of Arguments from Contingency,Carolyn R. Morillo,1977,Philosophy and Phenomenological Research,37,3,jstor.org/stable/10.2307/2106667,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2102914,4893fe9b-af61-3ec2-8020-03fa01844cf9,The Logic of Aristotle and Formal Logic,P. S. Popov,1947,Philosophy and Phenomenological Research,8,1,jstor.org/stable/10.2307/2102914,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2102865,4ac65e68-3c6b-3e6b-b9c6-c8dcac57a028,The Logic of Art: A Rejoinder to Dr. Hoekstra,Morris Weitz,1945,Philosophy and Phenomenological Research,5,3,jstor.org/stable/10.2307/2102865,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104496,778a56ef-98f4-3523-baa7-f20f7db2908b,The Logic of Depth Grammar,Tsu-Lin Mei,1963,Philosophy and Phenomenological Research,24,1,jstor.org/stable/10.2307/2104496,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2105563,4c8c3881-8df9-380f-9dc8-ba0fcd349a98,The Logic of Ethical Statements,Roy Stone de Montpensier,1972,Philosophy and Phenomenological Research,32,3,jstor.org/stable/10.2307/2105563,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/48579105,84eb1cef-a939-357d-96a2-605c8176308c,The Logic of Opacity,"ANDREW BACON, JEFFREY SANFORD RUSSELL",2019,Philosophy and Phenomenological Research,99,1,jstor.org/stable/10.2307/48579105,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2105690,c8a8bf63-2e70-3660-a109-431addea7215,The Logic of Parts and Wholes in Husserl's Investigations,Robert Sokolowski,1968,Philosophy and Phenomenological Research,28,4,jstor.org/stable/10.2307/2105690,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104577,3793f408-f7cc-31d1-b5bf-767d85443fb0,The Logic of Pleasure,Terence Penelhum,1957,Philosophy and Phenomenological Research,17,4,jstor.org/stable/10.2307/2104577,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106065,eb2d0ff5-211f-3825-afe5-daba6441192e,The Logic of `As If',"Haywood R. Shuford, <suffix>Jr.</suffix>",1967,Philosophy and Phenomenological Research,27,3,jstor.org/stable/10.2307/2106065,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2107580,c6f159e1-4176-38c4-9f9f-f5627771009d,The Logic of the Absurd,Gregory Schufreider,1983,Philosophy and Phenomenological Research,44,1,jstor.org/stable/10.2307/2107580,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104918,b91a6d19-ccf4-3d19-b5cd-ad11c4424402,The Logic of the Cogito,Richard W. Peltz,1962,Philosophy and Phenomenological Research,23,2,jstor.org/stable/10.2307/2104918,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2105079,3f583224-8003-323a-ab0a-2f1ede57dada,The Logical Difference Between Philosophy and Science,Robert S. Hartman,1963,Philosophy and Phenomenological Research,23,3,jstor.org/stable/10.2307/2105079,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104793,83efc8e6-b088-3d80-8830-7659859467c8,The Logical Paradoxes,"C. H. Langford, Marion Langford",1960,Philosophy and Phenomenological Research,21,1,jstor.org/stable/10.2307/2104793,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/48579032,945a74df-775d-364b-8b88-8b743b41d222,The Logical Problem and the Theoretician’s Dilemma,HAYLEY CLATTERBUCK,2018,Philosophy and Phenomenological Research,97,2,jstor.org/stable/10.2307/48579032,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103085,62974bf2-8214-319e-ae8e-553a63bb0e24,The Logical Rules of Scientific Procedure,Felix Kaufmann,1942,Philosophy and Phenomenological Research,2,4,jstor.org/stable/10.2307/2103085,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103250,95878bd2-f47e-3c2b-aa76-b92a464462b6,The Logics of Hegel and Russell,A. Ushenko,1949,Philosophy and Phenomenological Research,10,1,jstor.org/stable/10.2307/2103250,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2108523,c23a2915-16fb-3f99-88a2-32752222f0e9,"The Mad Scientist Meets the Robot Cats: Compatibilism, Kinds, and Counterexamples",Mark Heller,1996,Philosophy and Phenomenological Research,56,2,jstor.org/stable/10.2307/2108523,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104757,e7455b40-472a-3289-a49b-fc37483e6072,The Many Faces of Evil,Edward H. Madden,1964,Philosophy and Phenomenological Research,24,4,jstor.org/stable/10.2307/2104757,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106543,ff74609b-56e9-37fc-a0f0-c3f01140a494,The Meaning and Direction of Philosophical Thought in Brazil,Luis Washington Vita,1973,Philosophy and Phenomenological Research,33,4,jstor.org/stable/10.2307/2106543,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2105285,ee27b460-b572-3c6f-8894-e85fa0036d39,"The Meaning of ""Punishment""",Sidney Gendin,1967,Philosophy and Phenomenological Research,28,2,jstor.org/stable/10.2307/2105285,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2102738,2b3b46da-2fe5-3b52-9226-37c7a26c2c59,The Meaning of Existence,Paul Weiss,1940,Philosophy and Phenomenological Research,1,2,jstor.org/stable/10.2307/2102738,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104248,75786d2a-41cf-3b9b-92cf-bc82c9de7794,The Meaning of Identity,Asriel Weissmann,1956,Philosophy and Phenomenological Research,16,4,jstor.org/stable/10.2307/2104248,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103162,62db9407-a58c-3222-bc9e-5dda70e5caf3,The Meaning of Objectivism and Realism in Max Scheler's Philosophy of Religion: A Contribution to the Understanding of Max Scheler's Catholic Period,Hanna Hafkesbrink,1942,Philosophy and Phenomenological Research,2,3,jstor.org/stable/10.2307/2103162,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2105981,565e16d6-0e6f-32fb-bb35-cf9324357745,The Meaning of Power,Arthur Berndtson,1970,Philosophy and Phenomenological Research,31,1,jstor.org/stable/10.2307/2105981,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103278,6aeb932d-8f86-3ecd-ad9d-f19f9ecb802b,The Meaning of Power in Scientific Inference,Benjamin Wolstein,1950,Philosophy and Phenomenological Research,10,3,jstor.org/stable/10.2307/2103278,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2102899,10996b6c-6641-31ec-a552-0d7d856f81d9,The Meaning of True and False,Roy Wood Sellars,1944,Philosophy and Phenomenological Research,5,1,jstor.org/stable/10.2307/2102899,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2106347,4e0a4fcc-a967-3174-aded-e2941b8df4fe,The Meaning of `Desirable',Jorge J. E. Gracia,1975,Philosophy and Phenomenological Research,35,3,jstor.org/stable/10.2307/2106347,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2105196,1abb4804-7e08-3884-9eef-480da5bb895d,The Meaningfulness of Religious Language,Raphael Demos,1957,Philosophy and Phenomenological Research,18,1,jstor.org/stable/10.2307/2105196,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103097,730ed7e4-0c04-3bfb-a8bb-e3b515d1e40a,"The Meanings of ""Unity"" Among the Sciences, Once More",Horace M. Kallen,1946,Philosophy and Phenomenological Research,6,4,jstor.org/stable/10.2307/2103097,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2103575,35f8d979-2baf-3adf-b191-50a93a625d4b,The Meanings of Good,Laurence J. Lafleur,1954,Philosophy and Phenomenological Research,15,2,jstor.org/stable/10.2307/2103575,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/40041094,a259d53b-ddb1-3de7-856c-4f8aa94f3cb6,"The Mere Addition Paradox, Parity and Vagueness",Mozaffar Qizilbash,2007,Philosophy and Phenomenological Research,75,1,jstor.org/stable/10.2307/40041094,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
phil/10.2307/2104415,bb9cf89c-7a8b-3fa7-98e7-d82cf32b2a82,The Metaphorical Twist,Monroe C. Beardsley,1962,Philosophy and Phenomenological Research,22,3,jstor.org/stable/10.2307/2104415,Wiley; International Phenomenological Society; Philosophy and Phenomenological Research,Philosophy
